
-396973.72321918397210538,180866.11576469175633974,
-396956.11199655546806753,180851.90532988114864565,
-396976.51672346296254545,180826.52087795455008745,
-396970.07951795047847554,180871.21694641862995923,
-396962.79211548354942352,180866.4801348150940612,
-396939.22951417369768023,180895.87265809852397069,
-396996.07125341612845659,180940.50799820877728052,
-397043.92519628262380138,180880.14401444065151736,
-397023.88483949843794107,180906.50012002952280454,
-397019.26948460272978991,180912.33004200310097076,
