
-396973.73705850425176322,180866.22386347476276569,
-396969.39581631071632728,180871.46953112527262419,
-396963.06483811180805787,180866.4047485661576502,
-396939.73066132166422904,180895.70813337244908325,
-396995.98592474602628499,180941.11029131303075701,
-397038.13215104152914137,180880.8755558778939303,
-397041.38808268663706258,180883.95060243163607083,
-397040.66454232105752453,180877.25785404996713623,
-396976.26944978372193873,180826.4291433674225118,
-396956.01031954726204276,180851.75305616296827793,
-397023.84222882107133046,180906.1994686734105926,
-397019.32010153617011383,180912.34956178089487366,
