
-402000.05670196819119155,177016.98132931601139717,
-401996.74033543898258358,177015.40210715922876261,
-401995.00319106649840251,177017.77094039440271445,
-401991.60786342940991744,177016.19171823762007989,
-401968.70914215606171638,177039.64316726586548612,
-401990.50240791961550713,177054.3299333238392137,
-401996.50345211540115997,177045.01252259878674522,
-402019.40217338869115338,176987.84468052320880815,
-402061.72532719047740102,177015.63899048260645941,
-402030.93049513321602717,177066.48994393105385825,
-401984.817208155116532,177018.00782371778041124,
